AnnoScolastico;CodScuola;Gestione;Denominazione;Indirizzo;MunicipioScuola;NilScuola;Capienza;Numero_Classi;Alunni_Tot;Alunni_M;Alunni_F;Alunni_Resid;Alunni_NonResid;Alunni_NazNasc_Italia;Alunni_NazNasc_UE15;Alunni_NazNasc_UE_Nuovi;Alunni_NazNasc_Europa_Altri;Alunni_NazNasc_Africa;Alunni_NazNasc_AmericaNord;Alunni_NazNasc_AmericaCentroSud;Alunni_NazNasc_Asia;Alunni_NazNasc_Altro_NonDisp;Alunni_Cittad_Ita;Alunni_Cittad_Non_Ita;Alunni_Cittad_NonDisp
2009/2010;2061;Statale;STATALE;V. VIGEVANO 19;6;Navigli (44);400;13;219;134;85;200;19;195;3;3;2;3;0;7;6;0;173;39;7
2009/2010;2002;Paritaria;ISTITUTO GIACOMO LEOPARDI;V. ARENA 13;1;Ticinese (6);;9;174;80;94;144;30;165;6;0;2;0;0;0;1;0;170;4;0
2009/2010;2064;Statale;DE BIANCHI PIOLTI - STAMPA GASPARA;V. GENTILINO 14;5;Ticinese (6);300;12;226;117;109;221;5;218;0;2;2;1;1;1;1;0;177;49;0
2009/2010;2065;Statale;NOVARO - FERRUCCI;PZ SICILIA 2;7;Washington (51);875;37;896;465;431;867;29;863;13;3;6;0;1;7;3;0;847;48;1
2009/2010;2066;Paritaria;IMMACOLATA CONCEZIONE;V. ELBA 18;7;Washington (51);;5;110;48;62;102;8;104;2;2;1;1;0;0;0;0;105;4;1
2009/2010;2067;Paritaria;ISTITUTO SAN PAOLO DELLE SUORE ANGELICHE;V. BUONARROTI MICHELANGELO 49;8;De Angeli - Monte Rosa (58);;6;103;44;59;90;13;94;2;3;1;0;2;1;0;0;92;7;4
2009/2010;2069;Statale;MOSCATI PIETRO E SFORZA BIANCA MARIA;V. MOSCATI PIETRO 1;8;Sarpi (69);425;16;361;168;193;353;8;335;10;1;5;2;0;4;3;1;341;18;2
2009/2010;2070;Paritaria;REGINA CARMELI;V. MONVISO 33;8;Sarpi (69);;5;124;58;66;114;10;119;1;0;0;1;1;1;1;0;118;4;2
2009/2010;2071;Statale;FERRANTE APORTI;V. MANTEGNA ANDREA 10;8;Sarpi (69);525;21;444;241;203;423;21;411;5;4;8;0;0;11;5;0;364;79;1
2009/2010;2072;Statale;GIUSTI GIUSEPPE E D'ASSISI CHIARA;V. GIUSTI GIUSEPPE 15;1;Sarpi (69);425;18;373;180;193;348;25;352;1;0;2;0;0;4;14;0;251;120;2
2009/2010;2073;Statale;PASCOLI GIOVANNI;V. RASORI GIOVANNI 19;7;Pagano (68);575;23;478;248;230;468;10;466;4;1;3;2;0;1;1;0;445;32;1
2009/2010;2074;Statale;LEONE TOLSTOY - Statale;V. ZUARA 9;6;Bande Nere (52);350;19;396;200;196;370;26;374;1;1;5;3;0;9;3;0;328;68;0
2009/2010;2076;Paritaria;LEONE XIII;V. LEONE XIII 12;8;Pagano (68);;16;403;220;183;380;23;388;8;0;4;0;2;0;1;0;401;1;1
2009/2010;2049;Statale;PISACANE CARLO E POERIO CARLO;V. PISACANE CARLO 9;3;Buenos Aires - Venezia (21);800;30;694;368;326;672;22;652;9;3;7;3;2;10;8;0;642;50;2
2009/2010;2060;Statale;ROMANO GIULIO;V. ROMANO GIULIO 2;5;Porta Romana (27);250;10;219;104;115;204;15;206;1;0;4;1;0;4;3;0;178;39;2
2009/2010;2112;Statale;GAMBARA VERONICA;VL BRIANZA 14;2;Loreto (20);500;16;333;164;169;295;38;295;1;3;6;10;0;8;10;0;268;64;1
2009/2010;2099;Paritaria;RICCI ACHILLE;V. SBARBARO CAMILLO 2;9;Parco Nord (84);;6;101;56;45;75;26;96;0;1;2;0;0;0;1;1;93;4;4
2009/2010;2100;Statale;STATALE;V. CARNOVALI GIOVANNI 19;2;Viale Monza (16);125;5;114;64;50;104;10;104;3;3;1;0;0;3;0;0;95;19;0
2009/2010;2101;Statale;MARTIRI DI GORLA;V. CESALPINO ANDREA 38;2;Viale Monza (16);300;16;355;193;162;324;31;311;0;7;4;4;0;14;14;1;208;147;0
2009/2010;2102;Statale;BOTTEGO VITTORIO;V. SAN MAMETE 11;2;Adriano (17);475;20;410;213;197;380;30;367;0;8;4;4;0;17;8;2;292;116;2
2009/2010;2103;Statale;CASA DEL SOLE;V. GIACOSA GIUSEPPE 46;2;Loreto (20);600;23;490;232;258;425;65;391;7;10;3;11;0;32;36;0;233;257;0
2009/2010;2104;Statale;STATALE;V. SANT' UGUZZONE 10;2;Viale Monza (16);125;6;133;68;65;115;18;124;0;1;1;1;1;4;1;0;99;34;0
2009/2010;2105;Statale;STATALE;V. MATTEI GIANFRANCO 12;2;Viale Monza (16);350;17;392;205;187;351;41;365;1;4;4;3;1;12;1;1;328;64;0
2009/2010;2106;Statale;RUSSO VINCENZO PIMENTEL ELEONORA;V. RUSSO VINCENZO 27;2;Padova (19);425;16;325;171;154;287;38;280;0;8;2;12;0;3;19;1;166;157;2
2009/2010;2107;Statale;CIRESOLA TEODORO;V. VENINI GIULIO E CORRADO 80;2;Loreto (20);400;15;279;146;133;240;39;225;6;3;1;11;0;19;13;1;141;135;3
2009/2010;2108;Statale;CRISPI FRANCESCO;V. SANT' ERLEMBARDO 4;2;Viale Monza (16);325;10;211;110;101;192;19;188;2;3;3;3;0;7;5;0;154;56;1
2009/2010;2109;Statale;PERASSO GIANBATTISTA;V. BOTTEGO VITTORIO 4;2;Padova (19);500;16;348;179;169;300;48;297;0;4;8;4;0;21;11;3;233;111;4
2009/2010;2098;Statale;DUCA DEGLI ABRUZZI;V. CESARI ANTONIO 38;9;Niguarda - CË Granda (14);500;18;395;202;193;373;22;376;1;2;6;0;3;1;5;1;369;22;4
2009/2010;2111;Paritaria;PREZIOSISSIMO SANGUE;V. RICCARDI PADRE PLACIDO 5;2;Padova (19);;10;244;130;114;191;53;237;1;2;0;0;1;2;0;1;225;16;3
2009/2010;2125;Paritaria;ROSSELLO GIUSEPPA;V. GOLDONI CARLO 68;3;Buenos Aires - Venezia (21);;5;110;53;57;103;7;102;1;0;4;0;0;3;0;0;106;4;0
2009/2010;2113;Paritaria;MARIA CONSOLATRICE;VL CORSICA 82;4;Corsica (25);;10;207;111;96;151;56;199;3;0;3;0;0;1;0;1;196;6;5
2009/2010;2114;Statale;QUASIMODO SALVATORE;V. CARDINALE MEZZOFANTI 25;4;Corsica (25);375;16;298;156;142;277;21;273;1;8;3;0;0;7;6;0;225;73;0
2009/2010;2115;Paritaria;F.A.E.S MONFORTE;V. ZANOIA GIUSEPPE 0;3;CittË Studi (22);;5;112;0;112;92;20;108;1;0;1;0;0;1;1;0;104;6;2
2009/2010;2116;Paritaria;SAN GIUSEPPE;V. BAZZINI ANTONIO 10;3;CittË Studi (22);;5;102;61;41;83;19;89;2;1;2;2;0;5;1;0;83;16;3
2009/2010;2118;Statale;LEONARDO DA VINCI;PZ LEONARDO DA VINCI 2;3;CittË Studi (22);750;35;810;420;390;774;36;777;3;2;8;2;1;10;5;2;765;39;6
2009/2010;2119;Statale;CINQUE GIORNATE;VL MUGELLO 5;4;XXII Marzo (26);450;21;445;237;208;424;21;421;3;2;4;3;0;6;6;0;385;60;0
2009/2010;2120;Statale;SPERI TITO;V. PORPORA NICOLA ANTONIO 11;3;Loreto (20);425;15;309;155;154;282;27;256;2;11;6;5;0;19;10;0;185;124;0
2009/2010;2121;Privata non paritaria;CASA DEI BAMBINI MONTESSORI;V. PORPORA NICOLA ANTONIO 81;3;Loreto (20);;5;85;49;36;71;14;81;2;1;0;0;0;1;0;0;81;1;3
2009/2010;2123;Statale;NOLLI - ARQUATI;VL ROMAGNA 16;3;CittË Studi (22);600;23;477;263;214;447;30;427;2;8;8;5;3;13;11;0;384;93;0
2009/2010;2124;Paritaria;MARIA IMMACOLATA;V. AMADEO GIOVANNI ANTONIO 11;3;CittË Studi (22);;10;199;94;105;155;44;197;2;0;0;0;0;0;0;0;194;4;1
2009/2010;2126;Statale;BONETTI PIER FRANCO;V. TAJANI FILIPPO 12;3;CittË Studi (22);300;10;189;96;93;175;14;176;0;2;0;1;0;7;3;0;153;35;1
2009/2010;2110;Paritaria;SAN GIUSEPPE;V. DE LA SALLE S GIOV. BATTISTA 5;2;Padova (19);;7;179;99;80;146;33;171;1;3;1;0;1;1;1;0;168;9;2
2009/2010;2046;Statale;SAVOIA MARIA BEATRICE - CARDINALE BORROMEO;V. CASATI FELICE 6;3;Buenos Aires - Venezia (21);400;11;220;126;94;207;13;194;4;5;0;1;1;7;8;0;142;78;0
2009/2010;2097;Statale;LOCCHI VITTORIO;V. PASSERINI GIAN BATTISTA 4;9;Niguarda - CË Granda (14);350;13;264;138;126;240;24;242;0;2;5;7;1;6;0;1;195;66;3
2009/2010;2127;Paritaria;STEINER RUDOLF;V. CLERICETTI CELESTE 45;3;CittË Studi (22);;5;133;69;64;89;44;122;5;1;3;0;0;0;2;0;125;2;6
2009/2010;2040;Statale;RODARI GIANNI;V. BOTTELLI GIUSEPPE 1;2;Greco (13);225;10;211;107;104;193;18;182;3;2;4;7;0;4;9;0;139;71;1
2009/2010;2041;Statale;MURATORI - MENOTTI PIO;V. MUZIO EMANUELE 5;2;Maciachini - Maggiolina (12);600;22;483;248;235;456;27;441;1;3;4;5;0;13;16;0;368;113;2
2009/2010;2042;Statale;LOCATELLI ANTONIO;V. VEGLIA 80;9;Maciachini - Maggiolina (12);500;17;356;183;173;327;29;318;5;2;4;9;0;10;8;0;253;100;3
2009/2010;2045;Paritaria;ISTITUTO GONZAGA;V. VITRUVIO 41;2;Centrale (10);;14;361;196;165;329;32;350;3;0;2;0;2;4;0;0;354;7;0
2009/2010;2037;Statale;GALVANI LUIGI;V. GALVANI LUIGI 7;2;Centrale (10);250;12;224;117;107;200;24;201;2;0;2;0;1;12;6;0;165;59;0
2009/2010;2047;Statale;STATALE;V. MATTEUCCI CARLO 3;3;Buenos Aires - Venezia (21);450;21;422;207;215;391;31;378;1;3;6;7;1;13;13;0;318;103;1
2009/2010;2077;Statale;LEOPARDI GIACOMO;VL BODIO LUIGI 22;9;Bovisa (77);600;19;366;187;179;322;44;302;0;3;7;16;1;24;12;1;172;192;2
2009/2010;2078;Paritaria;SANTA GEMMA CALGANI;V. BALDINUCCI FILIPPO 88;9;Bovisa (77);;10;238;125;113;186;52;229;1;0;5;1;0;2;0;0;229;9;0
2009/2010;2080;Statale;MARIE CURIE;V. GUICCIARDI DIEGO 1;9;Dergano (79);500;20;409;210;199;376;33;358;1;6;6;6;0;21;11;0;269;134;6
2009/2010;2081;Statale;LAMBRUSCHINI RAFFAELLO E CYBO CATERINA;V. CRESPI BENIGNO 1;9;Dergano (79);425;13;262;140;122;226;36;210;2;6;2;7;0;17;18;0;91;168;3
2009/2010;2090;Statale;CALVINO ITALO;V. SCIALOIA VITTORIO 19;9;Affori (80);350;16;331;170;161;278;53;272;5;6;1;4;0;19;22;2;161;165;5
2009/2010;2095;Statale;PIRELLI GIAN BATTISTA;V. GOFFREDO DA BUSSERO 9;9;Niguarda - CË Granda (14);250;14;316;158;158;277;39;293;2;3;2;10;2;3;1;0;270;45;1
2009/2010;2043;Statale;ARBE-ZARA;VL ZARA 96;2;Maciachini - Maggiolina (12);475;20;473;251;222;455;18;444;1;5;4;2;0;10;7;0;398;75;0
2009/2010;2082;Statale;STATALE;V. GABBRO 6;9;Bovisasca (81);275;10;213;105;108;198;15;192;0;0;3;9;1;4;4;0;150;63;0
2009/2010;2091;Statale;PERTINI SANDRO;V. MANN THOMAS 8;9;Niguarda - CË Granda (14);300;10;237;127;110;214;23;226;1;2;2;3;0;2;1;0;201;34;2
2009/2010;2096;Statale;POERIO CARLO;V. PIANELL SALVATORE 40;9;Greco (13);350;15;325;156;169;297;28;293;0;7;3;2;0;11;9;0;246;75;4
2009/2010;2089;Statale;DON ORIONE;V. FABRIANO 4;9;Affori (80);275;14;295;157;138;263;32;273;1;4;4;1;0;7;4;1;243;50;2
2009/2010;2088;Paritaria;COR JESU;V. TEANO 21;9;Comasina (82);;10;257;123;134;207;50;249;0;4;2;0;0;0;1;1;233;19;5
2009/2010;2086;Statale;SORELLE AGAZZI;PZ GASPARRI PIETRO 6;9;Comasina (82);300;13;239;125;114;215;24;201;1;4;6;6;0;4;16;1;126;110;3
2009/2010;2085;Statale;FRANK ANNA;V. DORA BALTEA 16;9;Bruzzano (83);350;10;220;124;96;200;20;194;2;5;2;3;2;10;2;0;176;42;2
2009/2010;2084;Statale;CESARE CANTU';V. DEI BRASCHI 12;9;Bruzzano (83);275;11;238;125;113;217;21;217;1;1;2;10;0;5;2;0;181;57;0
2009/2010;2083;Statale;CARACCIOLO FRANCESCO;V. ISEO 7;9;Affori (80);375;15;322;179;143;299;23;302;1;2;6;0;0;6;5;0;252;70;0
2009/2010;2094;Paritaria;MARIA IMMACOLATA;VL SUZZANI GIOVANNI 64;9;Niguarda - CË Granda (14);;5;118;56;62;109;9;111;0;3;4;0;0;0;0;0;111;5;2
2010/2011;2167;Statale;STATALE;V. SAN PAOLINO 4;6;Barona (46);375;9;175;74;101;162;13;170;0;0;0;4;0;0;1;0;139;36;0
2010/2011;2174;Statale;FERRARIS GALILEO;V. BARONA 70;6;Barona (46);125;5;104;54;50;98;6;90;0;2;1;4;0;3;4;0;76;27;1
2010/2011;2178;Statale;STATALE;V. DEGLI ANEMONI 8;6;Lorenteggio (53);300;15;292;140;152;268;24;275;0;3;0;8;0;4;1;1;247;43;2
2010/2011;2177;Statale;STATALE;V. PISA UGO 1;6;Lorenteggio (53);400;17;356;181;175;340;16;342;4;0;5;1;0;2;1;1;332;23;1
2010/2011;2176;Statale;STATALE;V. MASSAUA 5;7;Bande Nere (52);500;20;452;228;224;435;17;421;5;3;2;4;2;5;10;0;370;82;0
2010/2011;2173;Statale;PERTINI SANDRO;V. SALERNO 3;6;Ronchetto sul Naviglio (48);425;17;400;188;212;381;19;367;0;4;3;16;0;8;2;0;315;84;1
2010/2011;2172;Statale;TRE CASTELLI;V. BALSAMO CRIVELLI RICCARDO 3;6;Ronchetto sul Naviglio (48);250;10;230;126;104;208;22;213;0;2;2;7;0;5;1;0;182;48;0
2010/2011;2171;Statale;CASATI GABRIO;V. SAN COLOMBANO 8;6;Ronchetto sul Naviglio (48);250;5;121;66;55;112;9;109;0;2;0;5;0;3;2;0;100;21;0
2010/2011;2170;Statale;STATALE;V. DE NICOLA ENRICO 2;6;Barona (46);350;12;249;130;119;235;14;232;3;0;0;10;0;3;1;0;195;54;0
2010/2011;2168;Statale;MORO ALDO;V. PESCARENICO 6;5;Stadera (42);300;15;303;148;155;286;17;292;0;0;2;2;0;3;4;0;267;36;0
2010/2011;2180;Paritaria;SANT'ANGELA MERICI;V. VESPRI SICILIANI 55;6;Giambellino (49);;10;228;100;128;172;56;224;0;1;1;0;0;0;1;1;218;8;2
2010/2011;2169;Statale;CAPPONI GINO;V. PESTALOZZI G.E. 13;6;S. Cristoforo (45);400;15;305;167;138;284;21;275;0;4;4;11;0;8;3;0;196;108;1
2010/2011;2181;Statale;SAURO NAZARIO;V. VESPRI SICILIANI 75;6;Giambellino (49);500;19;395;202;193;361;34;334;0;6;2;27;0;19;7;0;219;175;1
2010/2011;2182;Paritaria;SCUOLA COMUNITA' EBRAICA;V. MAYER SALLY 4;6;Bande Nere (52);;9;150;90;60;140;10;132;3;0;1;0;2;2;10;0;144;6;0
2010/2011;2183;Statale;GRIGIONI;V. SCROSATI LUIGI 3;6;Bande Nere (52);375;13;261;138;123;246;15;249;1;1;3;1;0;5;1;0;236;25;0
2010/2011;2185;Paritaria;DEVOTA MACULAN;V. INGANNI ANGELO 12;6;Lorenteggio (53);;11;230;125;105;141;89;223;0;1;3;0;0;1;2;0;229;1;0
2010/2011;2186;Statale;STATALE;V. DEI NARCISI 2;6;Lorenteggio (53);375;15;288;142;146;268;20;238;0;7;4;20;0;7;7;5;117;170;1
2010/2011;2187;Statale;STATALE;V. VITERBO 31;7;Forze Armate (56);375;12;250;123;127;234;16;239;0;1;1;0;0;7;2;0;212;38;0
2010/2011;2188;Statale;STATALE;V. DELLE FORZE ARMATE 279;7;Forze Armate (56);300;13;259;136;123;247;12;245;1;5;1;1;1;5;0;0;210;49;0
2010/2011;2189;Statale;TOMMASEO NICCOLO';V. MUGGIANO 14;7;Muggiano (54);125;5;110;51;59;107;3;106;1;0;1;1;0;0;1;0;103;7;0
2010/2011;2190;Statale;ZIMA CARLO E GARIBALDI ANITA;V. ANSELMO DA BAGGIO 60;7;Baggio (55);350;18;326;169;157;298;28;294;1;2;4;7;0;7;10;1;228;98;0
2010/2011;2191;Statale;CABRINI FRANCESCA SAVERIO;V. DELLE FORZE ARMATE 65;7;Bande Nere (52);650;26;569;298;271;546;23;544;1;1;5;4;0;9;5;0;469;100;0
2010/2011;2166;Paritaria;LA ZOLLA;V. CARCANO GIULIO 53;5;Tibaldi (43);;15;317;154;163;259;58;309;3;0;1;0;0;3;1;0;316;0;1
2010/2011;2193;Statale;FRATELLI CERVI;V. DEI SALICI 2;7;Baggio (55);400;16;317;169;148;270;47;295;5;3;2;2;0;7;3;0;260;57;0
2010/2011;2150;Paritaria;SCUOLA EUROPA;VL MAJNO LUIGI 39;1;Guastalla (4);;8;125;73;52;105;20;114;8;0;1;0;1;0;1;0;113;12;0
2010/2011;2195;Paritaria;MADRE BUCCHI;V. PALMI 25;7;Forze Armate (56);;5;140;69;71;98;42;140;0;0;0;0;0;0;0;0;138;2;0
2010/2011;2192;Paritaria;MATER DIVINAE GRATIAE;V. GULLI TOMMASO 14;7;Bande Nere (52);;5;124;63;61;115;9;119;0;0;1;0;3;0;1;0;112;12;0
2010/2011;2149;Statale;CHIESA DAMIANO;V. ANTONINI GIACOMO 50;5;Ripamonti (38);250;10;211;119;92;195;16;194;1;0;2;2;1;4;6;1;148;62;1
2010/2011;2134;Statale;STATALE;V. FELTRE 68;3;Parco Lambro - Cimiano (18);375;18;349;198;151;322;27;330;1;8;3;2;0;2;3;0;300;47;2
2010/2011;2232;Paritaria;GIOVANNI XXIII;V. DE PREDIS GIOVANNI AMBROGIO 8;8;Villapizzone (71);;5;119;69;50;104;15;114;0;0;0;0;0;4;1;0;104;15;0
2010/2011;2196;Statale;EINAUDI LUIGI;V. VAL D'INTELVI 11;7;Baggio (55);500;20;454;231;223;441;13;440;1;4;2;2;0;3;2;0;397;57;0
2010/2011;2135;Statale;STATALE;V. CARNIA 32;3;Parco Lambro - Cimiano (18);300;12;251;134;117;223;28;216;0;5;5;7;0;14;4;0;152;99;0
2010/2011;2138;Statale;DECORATI AL VALOR CIVILE;V. DECORATI AL VALOR CIVILE 10;4;Mecenate (30);250;10;207;99;108;194;13;190;3;4;2;2;0;5;1;0;170;37;0
2010/2011;2139;Statale;MELERI GEREMIA;V. MELERI GEREMIA 14;4;Mecenate (30);225;11;228;120;108;219;9;220;0;1;2;0;0;5;0;0;201;27;0
2010/2011;2140;Statale;MADRE TERESA DI CALCUTTA;LG GUERRIERI GONZAGA ANSELMO 4;4;Mecenate (30);225;10;181;98;83;170;11;166;0;3;3;3;0;4;2;0;122;59;0
2010/2011;2141;Statale;SAN GIOVANNI BOSCO;V. SORDELLO LUIGI 7;4;Mecenate (30);225;5;101;37;64;98;3;96;0;1;1;1;0;1;1;0;80;21;0
2010/2011;2142;Statale;STATALE;V. UCELLI DI NEMI GUIDO 54;4;Parco Monlu+ - Ponte Lambro (31);200;10;154;85;69;134;20;124;0;6;3;9;0;10;2;0;87;67;0
2010/2011;2143;Statale;LORENZINI CARLO E DA FELTRE VITTORINO;V. POLESINE 12;4;Lodi - Corvetto (35);325;15;295;150;145;270;25;246;2;4;9;12;0;16;6;0;126;169;0
2010/2011;2144;Statale;STATALE;V. VALLARSA 19;5;Scalo Romana (36);250;11;238;130;108;230;8;219;0;1;0;6;0;5;7;0;171;67;0
2010/2011;2152;Statale;PEZZANI RENZO;V. MARTINENGO FRANCESCO 34;4;Lodi - Corvetto (35);500;17;375;203;172;355;20;345;0;3;2;10;0;10;5;0;294;81;0
2010/2011;2148;Statale;STATALE;V. DEI BOGNETTI GIOV. E GIAMP. 15;5;Ex OM - Morivione (37);350;14;278;154;124;251;27;256;0;0;3;6;0;8;5;0;242;36;0
2010/2011;2165;Statale;STATALE;V. BARONI COSTANTINO 73;5;Gratosoglio - Ticinello (41);325;12;228;131;97;213;15;208;0;0;0;10;1;3;6;0;144;84;0
2010/2011;2151;Paritaria;SAN VINCENZO REGINA MUNDI;V. BONCOMPAGNI CARLO 18;4;Lodi - Corvetto (35);;7;147;66;81;108;39;145;0;0;1;0;0;1;0;0;138;9;0
2010/2011;2153;Statale;STATALE;VL PUGLIE 4;4;Lodi - Corvetto (35);300;14;301;167;134;288;13;283;0;4;3;4;0;2;5;0;240;61;0
2010/2011;2154;Statale;SOTTOCORNO PASQUALE;V. MONTE PIANA 11;4;Rogoredo (33);350;17;373;201;172;352;21;310;1;15;1;21;1;20;4;0;282;89;2
2010/2011;2156;Statale;FERRARI WOLF ERMANNO;V. WOLF FERRARI ERMANNO 6;5;Ripamonti (38);425;21;495;268;227;468;27;465;0;9;4;3;2;4;8;0;433;59;3
2010/2011;2158;Paritaria;MERKOS L'INYONEI CHINUCH;V. DELLE FORZE ARMATE 61;7;Bande Nere (52);;5;55;25;30;52;3;37;7;0;1;0;6;0;4;0;48;7;0
2010/2011;2159;Paritaria;A. LIMONTA - ISTITUTO CANOSSIANE;V. TAGLIAMENTO 12;4;Lodi - Corvetto (35);;5;116;64;52;111;5;115;0;1;0;0;0;0;0;0;112;4;0
2010/2011;2160;Statale;BATTISTI CESARE;V. PALMIERI NICOLA 24;5;Stadera (42);375;17;359;185;174;323;36;304;2;9;5;14;0;14;11;0;185;174;0
2010/2011;2161;Paritaria;ISTITUTO MADRE COCCHETTI ANNNUNCIATA;VL GIOVANNI DA CERMENATE 4;5;Stadera (42);;5;123;53;70;88;35;121;1;0;1;0;0;0;0;0;120;3;0
2010/2011;2162;Statale;STATALE;V. SAN GIACOMO 1;5;Stadera (42);425;15;342;189;153;328;14;322;3;1;1;6;1;4;4;0;285;56;1
2010/2011;2163;Statale;STATALE;V. FERABOLI ACHILLE 44;5;Gratosoglio - Ticinello (41);350;15;288;143;145;271;17;273;0;0;1;7;0;2;5;0;244;44;0
2010/2011;2164;Statale;STATALE;V. DELL' ARCADIA 22;5;Gratosoglio - Ticinello (41);625;15;304;155;149;297;7;290;1;5;3;2;0;3;0;0;264;39;1
2010/2011;2147;Statale;FILZI FABIO;V. RAVENNA 15;4;Lodi - Corvetto (35);300;13;258;139;119;221;37;208;5;14;6;9;0;10;6;0;108;147;3
2010/2011;2301;Paritaria;ISTITUTO PADRE BECCARO IL MANDORLO;V. COLONNA MARCANTONIO 24;8;Portello (67);;5;57;31;26;48;9;46;2;0;1;0;0;6;2;0;22;35;0
2010/2011;2234;Statale;MICCA PIETRO;V. GATTAMELATA 35;8;Portello (67);650;29;642;347;295;616;26;609;5;7;2;1;0;8;10;0;562;79;1
2010/2011;2235;Statale;BACHELET VITTORIO;V. MAGREGLIO 1;8;Villapizzone (71);275;9;146;87;59;126;20;120;1;6;1;10;0;5;3;0;86;60;0
2010/2011;2236;Statale;CAPPELLINI ALFREDO;V. DE ROSSI GIOVANNI BATTISTA 2;8;Villapizzone (71);450;14;312;168;144;276;36;277;1;6;2;6;0;9;10;1;188;124;0
2010/2011;2237;Paritaria;MARIA CONSOLATRICE;V. AMPEZZO 8;8;Villapizzone (71);;5;106;51;55;99;7;104;0;0;0;0;0;2;0;0;103;3;0
2010/2011;2239;Statale;PARETO VILFREDO;V. PARETO VILFREDO 26;8;Maggiore - Musocco (72);125;9;135;60;75;125;10;121;0;2;0;3;0;8;1;0;92;43;0
2010/2011;2240;Paritaria;FRANCESCANE DEL CUORE IMMACOLATO DI MARIA;V. GAREGNANO 10;8;Maggiore - Musocco (72);;5;81;45;36;68;13;76;0;2;2;0;0;1;0;0;74;7;0
2010/2011;2242;Statale;STATALE;V. TRILUSSA 10;8;Quarto Oggiaro (76);575;15;313;160;153;294;19;290;0;3;6;6;1;5;2;0;218;95;0
2010/2011;2243;Statale;STATALE;V. GRAF ARTURO 70;8;Quarto Oggiaro (76);425;16;291;151;140;268;23;262;1;8;2;11;0;3;4;0;200;90;1
2010/2011;2245;Paritaria;MANDELLI ANDREA;V. PAVONI LODOVICO 10;9;Dergano (79);;10;248;128;120;212;36;241;2;0;2;1;0;0;2;0;247;1;0
2010/2011;2246;Statale;SCARPA ANTONIO;V. CLERICETTI CELESTE 22;3;CittË Studi (22);375;16;283;148;135;270;13;254;4;2;4;2;1;8;7;1;249;34;0
2010/2011;2248;Paritaria;LIBERA SCUOLA STEINERIANA;V. PINI TOMMASO 1;3;Lambrate (23);;5;103;54;49;49;54;97;0;0;2;0;0;1;3;0;99;4;0
2010/2011;2230;Statale;RINNOVATA PIZZIGONI;V. CASTELLINO DA CASTELLO 10;8;Villapizzone (71);625;25;588;290;298;573;15;574;1;0;0;7;0;5;1;0;505;83;0
2010/2011;2300;Statale;PRO JUVENTUTE ISTITUTO DON GNOCCHI;V. CAPECELATRO ALFONSO 66;7;S. Siro (60);0;3;70;43;27;39;31;59;0;2;1;5;0;3;0;0;53;17;0
2010/2011;2231;Statale;DANTE ALIGHIERI;V. MAC MAHON 100;8;Villapizzone (71);125;9;182;105;77;158;24;146;2;8;2;13;0;6;5;0;88;93;1
2010/2011;2302;Privata non paritaria;SIR JAMES HENDERSON SCHOOL;V. PISANI DOSSI CARLO ALBERTO 16;3;Parco Lambro - Cimiano (18);;15;283;149;134;144;139;148;61;0;4;7;18;3;35;7;176;101;6
2010/2011;2303;Paritaria;BES ELEMENTARY SCHOOL;V. VAL CISMON 9;9;Niguarda - CË Granda (14);;10;238;114;124;208;30;227;4;0;1;0;4;0;0;2;231;2;5
2010/2011;2304;Paritaria;ST.LOUIS SCHOOL;V. CAVIGLIA ENRICO 1;4;Lodi - Corvetto (35);;15;331;192;139;254;77;284;11;0;17;7;8;2;1;1;307;24;0
2010/2011;2305;Paritaria;PASTOR ANGELICUS;V. CITTADINI PIER FRANCESCO 5;8;Quarto Oggiaro (76);;5;107;53;54;78;29;107;0;0;0;0;0;0;0;0;106;1;0
2010/2011;2306;Paritaria;ISTITUTO SANT'AMBROGIO SALESIANO;V. COPERNICO 9;2;Centrale (10);;5;141;93;48;133;8;139;0;0;1;0;0;0;1;0;140;1;0
2010/2011;2307;Paritaria;FONDAZIONE JOSEF TEHILLOT;V. SARDEGNA 35;7;Washington (51);;5;54;22;32;46;8;39;2;0;2;0;0;0;10;1;37;17;0
2010/2011;2308;Paritaria;SCUOLA PRIMARIA DI EDUCAZIONE ALLO SPORT E ALLA MUSICA;V. SAN GIUSTO 65;7;Forze Armate (56);;10;227;116;111;226;1;226;0;0;1;0;0;0;0;0;215;12;0
2010/2011;2309;Privata non paritaria;SCUOLA STEINERIANA COMETA;V. PONTI ANDREA 16;6;Gratosoglio - Ticinello (41);;5;73;52;21;63;10;69;2;0;0;1;0;0;0;1;72;1;0
2010/2011;2310;Privata non paritaria;NAGIB MAHFUZ;V. STRATICO SIMONE 7;7;S. Siro (60);;7;159;82;77;87;72;93;2;0;0;64;0;0;0;0;5;153;1
2010/2011;2311;Privata non paritaria;ANDERSEN SCHOOL;V. SAN MARTINO DON CARLO 8;4;Corsica (25);;8;134;60;74;101;33;124;2;0;2;0;0;1;5;0;116;17;1
2010/2011;2109;Statale;PERASSO GIANBATTISTA;V. BOTTEGO VITTORIO 4;2;Padova (19);500;17;349;187;162;314;35;309;2;4;10;3;0;11;10;0;226;121;2
